id,词条,tag,英文翻译,comment,俄文翻译,词条来源,辞典名称,翻译最大长度,备注1
74be15d6-8307-4618-a887-96d3b9632b5b,Complex type %1 is not allowed to be abstract.,QtXmlPatterns,Complex type %1 is not allowed to be abstract.,,Неверная версия метаданных,qt,,,翻译验证失败: 占位符丢失: %1
1d865b35-9ea7-4c16-98ec-5e2f742db6d1,Complex type %1 contains attribute %2 twice.,QtXmlPatterns,Complex type %1 contains attribute %2 twice.,,Новая форма,qt,,,翻译验证失败: 占位符丢失: %1; 翻译验证失败: 占位符丢失: %2
58aaaaa0-993d-46bb-85a2-256029096fa1,", but got '",QXmlStream,", but got '",,Маржи,qt,,,
270d7d3b-6ba6-41fc-b84c-56ac3dac828e,Height,QtRectFPropertyManager,Height,,Комплексный тип %1 не может быть абстрактным,designer,,,
bd924083-0140-441c-b82c-69a720b156bd,Crossing diagonal,BrushPropertyManager,Crossing diagonal,,В комплексном типе %1 содержится атрибут %2 дважды,designer,,,
7d71eeca-e511-45a0-9741-dac0f98167bd,"The layout type '%1' is not supported, defaulting to grid.",QDesignerResource,"The layout type '%1' is not supported, defaulting to grid.",,"Попытка добавления элемента управления интерфейса (%1) к элементу, уже имеющему нестандартный тип макета (%3)",designer,,,
2852f182-260e-4f9f-a921-a01ea02575c4,regular expression is too large,QRegularExpression,regular expression is too large,,Высота элемента,qtbase,,,
b67978cc-94e8-46ca-b198-653b839d3dac,ZWJ Zero width joiner,QUnicodeControlCharacterMenu,ZWJ Zero width joiner,,Пересечение диагоналей,qtbase,,,
784e06b2-c154-4ac3-a011-f774ef0cf19c,QFormBuilder was unable to create a custom widget of the class '%1'; defaulting to base class '%2'.,QFormBuilder,QFormBuilder was unable to create a custom widget of the class '%1'; defaulting to base class '%2'.,,Тип макета '%1' не поддерживается; используется стандартный макет сетки,designer,,,翻译验证失败: 占位符丢失: %2
d2d88c47-a44b-4456-a2a9-b229a7ed435a,"Attempt to add a layout to a widget '%1' (%2) which already has a layout of non-box type %3.
This indicates an inconsistency in the ui-file.",QAbstractFormBuilder,"Attempt to add a layout to a widget '%1' (%2) which already has a layout of non-box type %3.
This indicates an inconsistency in the ui-file.",,Регулярное выражение слишком длинное,designer,,,翻译验证失败: 占位符丢失: %1; 翻译验证失败: 占位符丢失: %2; 翻译验证失败: 占位符丢失: %3
94f02dd0-51cd-47b3-b4fc-e81f4ab0d634,Envelope Monarch,QPageSize,Envelope Monarch,,Знак соединения нулевой ширины (ZWJ),qtbase,,,
266ec6e3-3343-441d-83b8-aefaa9090af6,"Virtual folder has invalid syntax in file: ""%1""",QHelpProject,"Virtual folder has invalid syntax in file: ""%1""",,Класс QFormBuilder не смог создать пользовательский элемент интерфейса (%1); используется базовый класс (%2),qt_help,,,
d4ca8618-4ebf-4b91-9405-fae2c7fc57a8,Remove actions,qdesigner_internal::ActionEditor,Remove actions,,"Попытка добавления дополнительного макета к элементу интерфейса (%1), который уже имеет нестандартный макет (%3)",designer,,,
ccc570fd-2327-4366-9418-d423d5acfc6e,The Qt help file '%1' does not exist.,CmdLineParser,The Qt help file '%1' does not exist.,,Корректность формата файла,assistant,,,翻译验证失败: 占位符丢失: %1
58b7fd60-fd6a-4090-bdd4-4e88c8b17ced,Authentication required,QHttpSocketEngine,Authentication required,,Файл с неверным синтаксисом,qt,,,
52d66ec8-2791-452c-a85e-b3c2c510b896,Script import requires a qualifier,QDeclarativeParser,Script import requires a qualifier,,Удаление действий из интерфейса,qt,,,
4781261e-d208-44a1-a987-4f4b76f50c60,Import and Backup,BookmarkManagerWidget,Import and Backup,,Помощительный файл Qt (%1) отсутствует,assistant,,,
c54a29c3-3ca4-45b4-b77c-ecba10422d6f,paragraph,QSpiAccessibleBridge,paragraph,,Требуется авторизация,qtbase,,,
93b7898f-8dd4-4fb1-9284-7a49aeb492ab,PreferVerticalHinting,FontPropertyManager,PreferVerticalHinting,QFont::StyleStrategy combo,Для импорта скриптов необходимо указание квалификатора,designer,,,
d482b956-809a-4b39-8328-eaba3abed633,Last Number Redial,QShortcut,Last Number Redial,,Импорт и создание резервных копий данных,qtbase,,,
6ed64619-7c19-4936-95d3-35fcb24591de,No server set to connect to,QHttp,No server set to connect to,,Параметр форматирования текста,qt,,,
f550f336-d888-4151-b995-49909e6f502a,Error opening source: type not supported,Phonon::MMF::MediaObject,Error opening source: type not supported,,Предпочтение вертикального отображения подсказок пользователю,qt,,,
be607b55-f238-4eb7-a3b8-4d9b923c3101,Slot,qdesigner_internal::ConnectionModel,Slot,,Повторное набор номера телефона,designer,,,
89f25088-3198-40b1-abf4-5758efbe87f6,Change Current Page,qdesigner_internal::ObjectInspector,Change Current Page,,Нет доступного сервера для подключения,designer,,,
1fff9e62-fb4a-4fb7-920a-84ca06fafde1,New Folder,QFileDialog,New Folder,,Ошибка при открытии исходного файла; не поддерживаемый тип файла,qt,,,
a7cb7442-1d9a-426b-82dc-aa2009387cdc,Qt Compressed Help Files (*.qch),HelpDocSettingsWidget,Qt Compressed Help Files (*.qch),,Слот для обработки пользовательских действий,assistant,,,
fda04772-26e0-4da2-aaf3-4f3bc6f5ba0a,'%1' is not a Qt plugin,QLibrary,'%1' is not a Qt plugin,,Замена текущей страницы,qtbase,,,翻译验证失败: 占位符丢失: %1
6f8cea5c-45a3-4bbd-90ae-e40132a196a2,Step Over,QScriptDebugger,Step Over,,Пошаговый перенос (Step Over),qt,,,
ada68429-c225-4aa7-9925-d25bf24002ad,Unable to subscribe,QPSQLDriver,Unable to subscribe,,Невозможно подписаться (Unable to subscribe),qt,,,
f97d70a1-d0f4-4263-81d2-bb7501e3a33f,UTF-8 error: byte 3 top bits not 0x80,QRegularExpression,UTF-8 error: byte 3 top bits not 0x80,,Ошибка UTF-8: биты верхнего байта не 0x80 (UTF-8 error: byte 3 top bits not 0x80),qtbase,,,
9d7d75c8-948a-4d17-80cd-c91c1d55028e,button menu,QSpiAccessibleBridge,button menu,,Пункт меню (button menu),qtbase,,,
edbac7ee-3288-4016-98fe-8bd5e8a10b72,"Cannot open database ""%1"" ""%2"": %3",QHelpDBReader,"Cannot open database ""%1"" ""%2"": %3",,"Невозможно открыть базу данных ""%1"" ""%2"": %3 (Cannot open database ""%1"" ""%2"": %3)",qt_help,,,
71cc8991-aa3d-49d6-a7d2-0471b66a76ef,Rotate Windows,QShortcut,Rotate Windows,,Поворот окон (Rotate Windows),qtbase,,,
f970be56-14d6-4bbb-88e3-51d941e44d98,Select to the previous line,QWebPage,Select to the previous line,,Выбрать предыдущую строку (Select to the previous line),qt,,,
b06bcdf1-a2b2-4249-a247-b34466eff46f,illegal value,QJsonParseError,illegal value,,Недопустимое значение (illegal value),qtbase,,,
36349e9e-9a25-4285-9a88-f0dc9e4fc3aa,Landscape,QPrintPreviewDialog,Landscape,,Портретная ориентация (Landscape),qtbase,,,
3e7625e7-e833-4db9-a63c-f0e5474fe03d,Files (*.xbel),BookmarkManagerWidget,Files (*.xbel),,Файлы (*.xbel) (Files (*.xbel)),assistant,,,
dbf10554-b89b-4bc4-9f41-5aa0ae428bd9,Resource error (fork failure): %1,QProcess,Resource error (fork failure): %1,,Ошибка ресурсов (ошибка разветвления): %1 (Resource error (fork failure): %1),qt,,,
9106655e-8464-46f2-8415-4c5dcb9dd932,Reference to unparsed entity '%1'.,QXmlStream,Reference to unparsed entity '%1'.,,Ссылка на непарсенный сущность '%1'. (Reference to unparsed entity '%1'.),qt,,,
91de2750-614a-4e40-8261-db98165eb556,The protocol `%1' does not support getting files,Q3UrlOperator,The protocol `%1' does not support getting files,,Протокол `%1` не поддерживает получение файлов (The protocol `%1' does not support getting files),qt,,,
25aa418d-f84a-4e9f-a0fc-d85808a51a44,Active On,qdesigner_internal::DesignerPropertyManager,Active On,,Включено (Active On),designer,,,
ecc5a690-a628-43a3-9504-3bd196ba2943,Recursive entity detected.,QXmlStream,Recursive entity detected.,,Обнаружен рекурсивный сущность. (Recursive entity detected.),qt,,,
22d3e615-b3e6-4622-8098-4eb109072966,Export to PDF,QPrintPreviewDialog,Export to PDF,,Экспорт в PDF (Export to PDF),qt,,,
dc8a1581-15ea-4ec0-b97d-61cdf2ee197d,%1: system-imposed size restrictions,QSharedMemory,%1: system-imposed size restrictions,,"%1: Ограничения размера, накладываемые системой ( %1: system-imposed size restrictions)",qt,,,
e5524197-944b-47ec-b796-40f736552d82,Possible anchor loop detected on horizontal anchor.,QDeclarativeAnchors,Possible anchor loop detected on horizontal anchor.,,Обнаружен возможный контурный петля на горизонтальном контуре. (Possible anchor loop detected on horizontal anchor.),qt,,,
cdd649d2-84b7-461f-90a7-fb566955ece5,the file,Q3FileDialog,the file,,Файл (the file),qt,,,
ae9a39eb-b696-47f2-9d6a-7436d35bf427,Failed to extract basic OCSP response,QSslSocket,Failed to extract basic OCSP response,,Произошла ошибка при извлечении базовой OCSP отклика (Failed to extract basic OCSP response),qtbase,,,
68432369-06c9-47f0-9636-cba9494872a7,Move Item Down,qdesigner_internal::ItemListEditor,Move Item Down,,Переместить элемент вниз (Move Item Down),designer,,,
608b30a2-4f0e-4bfe-8c3c-b00558adf3d8,Multiple Top-Level Windows,QDesignerAppearanceOptionsWidget,Multiple Top-Level Windows,,Несколько окон верхнего уровня (Multiple Top-Level Windows),designer,,,
c59cff21-0bd3-49df-9067-9e996fda3ab0,Show my tabs from last session,PreferencesDialogClass,Show my tabs from last session,,Показать мои вкладки из последней сессии (Show my tabs from last session),assistant,,,
2a187abf-6e13-45aa-8c00-e9a7b635ef3c,internal error in pcre2_study(): should not occur,QRegularExpression,internal error in pcre2_study(): should not occur,,Внутренняя ошибка в pcre2_study(): не должно происходить (internal error in pcre2_study(): should not occur),qtbase,,,
e0c07587-c2ea-4d6c-b08e-15aec593d95d,PCRE2_MATCH_INVALID_UTF is not supported for DFA matching,QRegularExpression,PCRE2_MATCH_INVALID_UTF is not supported for DFA matching,,PCRE2_MATCH_INVALID_UTF не поддерживается для поиска с помощью ДКА (PCRE2_MATCH_INVALID_UTF is not supported for DFA matching),qtbase,,,
2f8f2baa-028e-40fb-b15a-df80abfde00a,Indent,QWebPage,Indent,,Свернуть (Indent),qt,,,
d682fa3d-98ac-4cb1-b152-f5db9a4cba88,Username:,QCupsPrinterSupport,Username:,,Имя пользователя: (Username:),qtbase,,,
3a3eb001-b8ef-449d-b923-a58c6e6c9f6c,Shift+F3,QScriptDebugger,Shift+F3,,(Shift+F3),qt,,,后处理: 已去掉译文前多余的源文前缀
056fb998-21d4-46c9-92ed-21487c87cae7,Insert a new paragraph,QWebPage,Insert a new paragraph,,Вставить новый абзац (Insert a new paragraph),qt,,,
4f9b2678-bb87-435b-aa70-b1e8444d11e7,Shift+F5,QScriptDebugger,Shift+F5,,(Shift+F5),qt,,,后处理: 已去掉译文前多余的源文前缀
826fe986-1b74-4d34-817e-935f9ba57cab,Property assignment expected,QDeclarativeCompiler,Property assignment expected,,Ожидается присваивание свойства (Property assignment expected),qt,,,
06b5f9bb-05d8-404b-a5a7-b9859dd80813,Embedded Design,qdesigner_internal::NewFormWidget,Embedded Design,,Встроенное проектирование (Embedded Design),designer,,,
b07d9ec9-04f7-44f8-b327-1dea4c4c92a2,&Basic colors,QColorDialog,&Basic colors,,&Основные цвета ( &Basic colors),qtbase,,,
2d5bd77e-a450-4b6a-b25d-c30d7bf245de,Protocol type not supported,QNativeSocketEngine,Protocol type not supported,,Тип протокола не поддерживается (Protocol type not supported),qtbase,,,
8c7b1571-9def-457a-af47-a466145a2af0,Day (06:00 to 17:59),QCupsJobWidget,Day (06:00 to 17:59),,День (06:00 до 17:59) (Day (06:00 to 17:59)),qtbase,,,
976aec9b-4e71-4675-85b0-9a06d0fd2476,UTF-8 error: byte 5 top bits not 0x80,QRegularExpression,UTF-8 error: byte 5 top bits not 0x80,,Ошибка UTF-8: биты верхнего байта не 0x80 (UTF-8 error: byte 5 top bits not 0x80),qtbase,,,
6bba2992-e4ff-43a2-a86c-80a54163ceae,B10,QPageSize,B10,,(B10),qtbase,,,后处理: 已去掉译文前多余的源文前缀
4c85dd96-330c-47a0-9e16-28463cb54827,%1: Unknown error %2,QLocalServer,%1: Unknown error %2,,%1: Неизвестная ошибка %2 (%1: Unknown error %2),qt,,,
a7492d66-002a-45ef-964b-aa690eefb65b,Mute Button,QWebPage,Mute Button,,Кнопка звука (Mute Button),qt,,,
2cf19bde-9023-4566-959d-0a82ac03d41d,horizontalSpacer,qdesigner_internal::NewDynamicPropertyDialog,horizontalSpacer,,Горизонтальный разделитель (horizontalSpacer),designer,,,
086cdeed-b720-4f42-9d47-6bf209a032d6,Show overview of all pages,QPrintPreviewDialog,Show overview of all pages,,Показать обзор всех страниц,qt,,,
ee2392e9-464d-453a-bbcd-010707ebafd8,Microphone Volume Down,QShortcut,Microphone Volume Down,,Громкость микрофона уменьшена,qtbase,,,
2b4f965b-2d72-4887-97b4-562b3050aba8,"You are going to delete a Folder, this will also<br>remove it's content. Are you sure to continue?",BookmarkManager,"You are going to delete a Folder, this will also<br>remove it's content. Are you sure to continue?",,"Вы собираетесь удалить папку, это также удалит её содержимое. Вы уверены, что хотите продолжить?",assistant,,,
d8f21833-feb2-4c95-b27c-9277079aeae4,pattern passed as NULL,QRegularExpression,pattern passed as NULL,,Шаблон передан как NULL,qtbase,,,
649c1ecd-b59b-41fe-af3a-c8529968f88c,Could not get array data,QIBaseResult,Could not get array data,,Не удалось получить данные массива,qtbase,,,
88c8ed36-2e40-4eee-b11d-95bf1d566ea6,Reset '%1' of %n objects,Command,Reset '%1' of %n objects,,Сбросить '%1' из %n объектов,designer,,,
ffc99c77-6f68-420a-b17d-627484ae2293,Insert Numbered List,QWebPage,Insert Numbered List,,Вставить список с цифровым нумерованием,qt,,,
7c12981c-f11e-401b-8b78-a541df832994,%1 element must not have %2 and %3 attribute together.,QtXmlPatterns,%1 element must not have %2 and %3 attribute together.,,Элемент %1 не может иметь атрибуты %2 и %3 одновременно.,qt,,,
e1cbbf7d-eea0-4220-a77a-5b5eb1db96a4,A1 (594 x 841 mm),QPrintDialog,A1 (594 x 841 mm),,A1 (594 x 841 мм),qt,,,
53d4e012-ae3c-413b-afdd-1e26aea7538c,1 (1x1),QPrintDialog,1 (1x1),,1 (1x1),qtbase,,,
9c9a0663-36a3-40a5-86bc-684be0031ef6,Clone Prefix...,QtResourceEditorDialog,Clone Prefix...,,Клонировать префикс...,designer,,,
059497f7-ef6d-476c-9435-f4acb6d168c8,Items List,qdesigner_internal::ItemListEditor,Items List,,Список элементов,designer,,,
56e5375c-3ec6-41f2-91f0-9e301a1a3a6e,%1 seconds,QWebPage,%1 seconds,,%1 секунд,qt,,,
b8132c32-42a3-4bba-9fc3-ed67dfca3da4,Content of element %1 does not match defined value constraint.,QtXmlPatterns,Content of element %1 does not match defined value constraint.,,Содержимое элемента %1 не соответствует определённому значению ограничения.,qt,,,
03087cf0-6f2b-43d9-a5af-ab8c45b64b17,Write error writing to %1: %2,QNetworkAccessFileBackend,Write error writing to %1: %2,,Ошибка записи в %1: %2,qt,,,
f921783f-c5eb-48e2-8236-915f2b9ce803,&New Form,QDesignerActions,&New Form,,&Новый формат,designer,,,
dc4b2e5f-05b6-4892-bd35-9df38df998eb,Attribute %1 and %2 are mutually exclusive.,QtXmlPatterns,Attribute %1 and %2 are mutually exclusive.,,Атрибуты %1 и %2 взаимоисключающие.,qt,,,
be0a0fba-8a57-4692-8bd3-921454a90a3e,\N is not supported in a class,QRegularExpression,\N is not supported in a class,,\\N не поддерживается в классе,qtbase,,,
38445b47-f9d4-45ec-950e-bf7a125819d8,Template Exists,SaveFormAsTemplate,Template Exists,,Шаблон существует,designer,,,
b44283ed-0592-410d-b26f-632ab331d379,"The '_q_' prefix is reserved for the Qt library.
Please select another name.",qdesigner_internal::NewDynamicPropertyDialog,"The '_q_' prefix is reserved for the Qt library.
Please select another name.",,"Предупреждение: Кажется, у вас не установлен пакет gstreamer0.10-plugins-good.",designer,,,
06189f58-6799-4607-9928-f4a7f32d1d00,Permission denied,Phonon::MMF,Permission denied,,Некоторые функции видео отключены.,qt,,,
d979f824-ceb1-4a6f-af90-c9933b0a4ac2,Set Icon From Theme...,qdesigner_internal::PixmapEditor,Set Icon From Theme...,,Доступ запрещён,designer,,,
fad0bef1-46e5-4401-8596-385384bb77a5,&Topics,TopicChooser,&Topics,,Установить иконку из темы...,assistant,,,
35327d90-e658-40af-bd70-098f29526165,Sync with Table of Contents,MainWindow,Sync with Table of Contents,,&Темы,assistant,,,
cf3d93bc-45bd-4616-98d1-0a1faf5bfc4a,Deselect All,qdesigner_internal::ConnectionEdit,Deselect All,,Синхронизировать с оглавлением,designer,,,
8c7e75af-5db4-4cbe-8c17-77e64e8e23ea,"Warning: You do not seem to have the package gstreamer0.10-plugins-good installed.
          Some video features have been disabled.",Phonon::Gstreamer::Backend,"Warning: You do not seem to have the package gstreamer0.10-plugins-good installed.
          Some video features have been disabled.",,Отменить выбор всех,qt,,,
808bce22-6ecf-43ab-bc05-c159f442e3df,Element %1 already defined.,QtXmlPatterns,Element %1 already defined.,,"Предупреждение: Кажется, у вас не установлен пакет gstreamer0.10-plugins-good.",qt,,,翻译验证失败: 占位符丢失: %1
12ef4806-2b5d-4b28-88ba-dcd0cad7d55b,Show Bookmark,BookmarkManagerWidget,Show Bookmark,,Некоторые функции видео отключены.,assistant,,,
3f9f69d2-db93-41b2-b4fd-a76ea9d72447,Unexpected ',QXmlStream,Unexpected ',,Элемент %1 уже определён.,qt,,,
8ea3c015-cbaf-421c-93ea-d439b1c6a6b3,Indefinite time,QWebPage,Indefinite time,,Показать закладку,qt,,,
a8a23d91-de52-4e58-bbf7-d04defa36d17,Hangul Jeonja,QShortcut,Hangul Jeonja,,Неожиданный ',qtbase,,,
8ed4bdfb-babf-425c-b4dc-77b008e7dc50,Resource Browser,QDesignerToolWindow,Resource Browser,,Неопределённое время,designer,,,
2b941868-e1ea-4c20-8700-295341c9ba58,Reset Control,QAxWidgetTaskMenu,Reset Control,,Хангиль Jeonja,designer,,,
65cd5fff-9845-40e9-8b18-a7da1d9ece11,Disable Breakpoint,QScriptEdit,Disable Breakpoint,,Обозреватель ресурсов,qt,,,
9d1a1b0d-7b27-4abf-b4dc-9074b1b37dd3,Invalid stretch value for '%1': '%2',FormBuilder,Invalid stretch value for '%1': '%2',,Сброс управления,designer,,,翻译验证失败: 占位符丢失: %1; 翻译验证失败: 占位符丢失: %2
1c876388-2fe9-4a04-9ca7-94556b68aed0,Change Page Order...,QStackedWidgetEventFilter,Change Page Order...,,Отключить точку останова,designer,,,
ce0af6ab-b657-47e2-8552-51aae6ab511d,Unzipping...,Assets::Downloader::AssetDownloader,Unzipping...,,Недопустимое значение растяжения для '%1': '%2',qtbase,,,
1e8920de-ab61-4609-9324-8b98f60abeb6,Travel,QShortcut,Travel,,Изменить порядок страниц...,qtbase,,,
1f557479-5ec0-4daa-9e48-97dc7039fa92,Debug Output,QScriptEngineDebugger,Debug Output,,Распаковка...,qt,,,
f3e04947-30bb-45f2-a4bd-7b7c4f7697fd,Myanmar,QFontDatabase,Myanmar,,Путешествие,qtbase,,,
3465a4bd-e56d-4949-8755-1a860dd4d64a,&Add to Custom Colors,QColorDialog,&Add to Custom Colors,,&Добавить в пользовательские цвета,qtbase,,,
e7722455-1469-4e8a-b334-e102e3038df0,UTF-16 error: invalid low surrogate,QRegularExpression,UTF-16 error: invalid low surrogate,,UTF-16 ошибка: некорректный низкий суррогат,qtbase,,,
2000b4cd-dcc9-4d11-ac72-e364c91d05df,&Next,AbstractFindWidget,&Next,,&Далее,designer,,,
8397b404-9a8c-4f88-ba3a-74e218d7f174,invalid data in workspace for DFA restart,QRegularExpression,invalid data in workspace for DFA restart,,Некорректные данные в рабочей области для перезапуска DFA,qtbase,,,
805bc174-da69-45e2-b923-e7e2e0719c71,Envelope PRC 2,QPageSize,Envelope PRC 2,,Envelope PRC 2,qtbase,,,
fb5b996d-03e5-4a1e-b9c5-c51e5573bde6,Envelope PRC 5,QPageSize,Envelope PRC 5,,Envelope PRC 5,qtbase,,,
f6e81891-6ea4-4bf6-b99a-217f411eaf7d,The file contains a custom widget '%1' whose base class (%2) differs from the current entry in the widget database (%3). The widget database is left unchanged.,WidgetDataBase,The file contains a custom widget '%1' whose base class (%2) differs from the current entry in the widget database (%3). The widget database is left unchanged.,,%1 не удалось,designer,,,翻译验证失败: 占位符丢失: %2; 翻译验证失败: 占位符丢失: %3
5bd9df55-92b9-4d85-aa2e-ed47f0b6e2fc,Envelope PRC 3,QPageSize,Envelope PRC 3,,Envelope PRC 3,qtbase,,,
dc3f25b1-e580-4d2b-a4cf-c0007ee5cc9f,Envelope PRC 6,QPageSize,Envelope PRC 6,,Envelope PRC 6,qtbase,,,
9613dbd0-1979-448e-b2b6-ddc7a80f8a7f,Envelope PRC 4,QPageSize,Envelope PRC 4,,Envelope PRC 4,qtbase,,,
4af3adbe-2886-406b-b103-5e0ded71d00a,Envelope PRC 7,QPageSize,Envelope PRC 7,,Envelope PRC 7,qtbase,,,
b8ccf6e4-66cb-4d05-8ade-3e9e891947f1,Insert line break,qdesigner_internal::PropertyLineEdit,Insert line break,,Вставить разрыв строки,designer,,,
bc959b72-00da-4a6d-b2c3-7e88fb094f87,Envelope PRC 8,QPageSize,Envelope PRC 8,,Envelope PRC 8,qtbase,,,
0582feef-8768-4fd7-80ff-1762833d241e,"Options 'Pages Per Sheet' and 'Page Set' cannot be used together.
Please turn one of those options off.",QPrintDialog,"Options 'Pages Per Sheet' and 'Page Set' cannot be used together.
Please turn one of those options off.",,Опции 'Страниц на листе' и 'Набор страниц' нельзя использовать вместе. Включите одну из них.,qtbase,,,
d7709f73-172d-489d-9642-97f4ab8f6336,Envelope PRC 1,QPageSize,Envelope PRC 1,,Envelope PRC 1,qtbase,,,
5a663ecc-8882-458c-96bc-f7a6866845ad,Tools,ToolBarManager,Tools,,Инструменты,designer,,,
318616c7-9f81-4091-bc04-bddfc9b64f7e,Toggle Media Play/Pause,QShortcut,Toggle Media Play/Pause,,Переключить воспроизведение медиа,qtbase,,,
07aac135-ca55-41e9-ac05-3a5b1ff7e666,Change layout alignment,Command,Change layout alignment,,Изменить выравнивание макета,designer,,,
ba812fb1-4005-4fe1-99dc-cf753fe0f8b5,%1 failed,QDtls,%1 failed,,%1 не удалось,qtbase,,,
c2c11946-3e67-4057-ab3e-075384cee269,Envelope PRC 9,QPageSize,Envelope PRC 9,,Envelope PRC 9,qtbase,,,
3cbc4aa8-88f3-4ec0-9b8a-a505464dbe64,Disabled Off,qdesigner_internal::DesignerPropertyManager,Disabled Off,,Отключить Off,designer,,,
43165cd8-1770-456d-a3bd-c0f221d74a05,Video output error,Phonon::MMF,Video output error,,Ошибка вывода видео,qt,,,
a3b98731-f101-4f15-93b8-501920be10e8,Scrolls down,QAccessibleActionInterface,Scrolls down,,Перемотка вниз,qtbase,,,
d36d5cec-6ed4-41f8-b88f-e154c5e056b0,Modulus division (%1) by zero (%2) is undefined.,QtXmlPatterns,Modulus division (%1) by zero (%2) is undefined.,,Деление по модулю на ноль (%1) не определено.,qt,,,翻译验证失败: 占位符丢失: %2
bd4d9459-67fd-45b9-8459-08b977091734,Object &name:,qdesigner_internal::NewActionDialog,Object &name:,,Объект &name:,designer,,,
808331ab-9fd5-4453-9482-b6af62c25aa6,An invalid tag <%1> was encountered.,DeviceProfile,An invalid tag <%1> was encountered.,,Найден некорректный тег <%1>.,designer,,,
064dfbf2-ac3e-49d0-a47c-7618cbbb2ea7,Custom Widgets,qdesigner_internal::NewFormWidget,Custom Widgets,,Пользовательские виджеты,designer,,,
339657cc-a4c5-47bb-9193-85674c0bd2d7,User Interface Mode,AppearanceOptionsWidget,User Interface Mode,,Режим интерфейса пользователя,designer,,,
04a87c9c-2337-42d3-95c7-927725a7f000,Simplify Rich Text,qdesigner_internal::RichTextEditorToolBar,Simplify Rich Text,,Упростить rich text,designer,,,
f81bc9a3-8ab4-41f3-81e0-5c19bd783d8f,Ledger,QPrintDialog,Ledger,,Журнал,qt,,,
0059f849-1cb4-421e-a214-f056db8f55c1,list item,QSpiAccessibleBridge,list item,,элемент списка,qtbase,,,
14121b65-092a-4021-bcd0-1b661a046b48,Attribute '%1' redefined.,QXmlStream,Attribute '%1' redefined.,,Атрибут '%1' переопределен.,qtbase,,,
c61d369f-a021-41c5-ad75-4938a94daff4,PCRE2_EXTRA_ALLOW_SURROGATE_ESCAPES is not allowed in UTF-16 mode,QRegularExpression,PCRE2_EXTRA_ALLOW_SURROGATE_ESCAPES is not allowed in UTF-16 mode,,PCRE2_extra_allow_surrogate_escapes не разрешен в режиме UTF-16.,qtbase,,,
1389e7be-ce1e-40b2-9426-e9633a1698ea,title bar,QSpiAccessibleBridge,title bar,,заголовок панели,qtbase,,,
9022b431-a7db-4539-99dd-184b3f55cfc2,Would you like to delete the profile '%1'?,qdesigner_internal::EmbeddedOptionsControl,Would you like to delete the profile '%1'?,,"Вы уверены, что хотите удалить профиль '%1'?",designer,,,
3956503d-53fb-44fa-8ac0-6113979d8dfa,Socket is not connected,QAbstractSocket,Socket is not connected,,Сокет не подключен,qt,,,
14d3f0e5-57bd-457e-a4cc-77f6e060e624,"The root certificate of the certificate chain is self-signed, and untrusted",QSslSocket,"The root certificate of the certificate chain is self-signed, and untrusted",,"К корневому сертификату цепочки сертификатов применимо самоподписанный сертификат, который не доверяется",qt,,,
a985ec2f-6a9e-40ee-88c6-c3b7ccc424aa,Grad,QtGradientView,Grad,,GrAD,designer,,,
257e4079-dd6e-4ad3-98cc-95b8bc3948ba,Error when setting the OpenSSL configuration (%1),QSslSocket,Error when setting the OpenSSL configuration (%1),,Ошибка при установке конфигурации OpenSSL (%1),qtbase,,,
e47a2eec-d037-458d-a69f-e3b82f5e78a6,Create Dynamic Property,qdesigner_internal::NewDynamicPropertyDialog,Create Dynamic Property,,Создать динамическое свойство,designer,,,
18741892-6080-4fce-a048-bbae51fa4747,Destination file exists,QFile,Destination file exists,,Файл назначения существует,qtbase,,,
a55a840a-33f5-4706-bc36-2a66f5f25b0b,Setting,QCocoaMenuItem,Setting,,Настройка,qtbase,,,
e856b7fa-0f4d-42ad-82ae-67c250d896f8,Envelope Chou 3,QPageSize,Envelope Chou 3,,Обертка Чоу 3,qtbase,,,
f8488507-86b4-4009-a2ac-562506bfceb8,Envelope Chou 4,QPageSize,Envelope Chou 4,,Обертка Чоу 4,qtbase,,,
03c77e3c-57e4-4def-a4b1-4ad7d4968d32,Print Document,CentralWidget,Print Document,,Печать документа,assistant,,,
16580777-fbbb-4eaa-b1b5-fa420db56e10,Unknown error,QIODevice,Unknown error,,Неизвестная ошибка,qt,,,
2c230b41-c492-45ff-9ebd-15607259e3f2,Split Screen,QShortcut,Split Screen,,Раздельный экран,qtbase,,,
ca7c5d35-b393-49b7-b12c-b51374bfd3d5,Size All,QtCursorDatabase,Size All,,Развернуть все,designer,,,
2e85221a-9b76-4c3b-8c0b-6fa917cd1d7a,&Bookmarks,MainWindow,&Bookmarks,,&Закладки,assistant,,,
044ad260-05e2-4ac8-9fc2-61c2f0bc85ee,The 'From' value cannot be greater than the 'To' value.,QPrintDialog,The 'From' value cannot be greater than the 'To' value.,,Значение 'От' не может быть больше значения 'До'.,qtbase,,,
72e60996-64de-4f38-a611-7b2afabb607c,backreference condition or recursion test is not supported for DFA matching,QRegularExpression,backreference condition or recursion test is not supported for DFA matching,,Условие обратной ссылки или тест на рекурсию не поддерживается для сопоставления с автоматом конечных состояний,qtbase,,,
e74b8a8b-9252-4f53-ad29-3d6e03f5f718,%1 - %2[*],QDesignerFormWindow,%1 - %2[*],,%1 - %2[*],designer,,,
322293eb-ed97-428a-ab72-fa437ee15e2d,Next,FindWidget,Next,,Далее,assistant,,,
